site,terrain,plot_type,Y,X,n_spruce,plot_area_m2
FoxLake,Lowland,Quick,6798866.926,466965.038,0,40
FoxLake,Lowland,Quick,6798870.752,467236.9104,0,40
FoxLake,Lowland,Quick,6798872.49,466956.7288,0,40
FoxLake,Lowland,Regen,6798872.626,467248.412,0,50.26548246
FoxLake,Lowland,Regen,6798873.079,466763.9006,0,50.0144692
FoxLake,Lowland,Quick,6798878.054,466948.4195,0,40
FoxLake,Lowland,Quick,6798878.371,467145.4374,0,40
FoxLake,Lowland,Quick,6798879.923,466770.5582,0,40
FoxLake,Lowland,Quick,6798880.776,467155.1441,0,40
FoxLake,Lowland,Quick,6798883.18,467164.8508,1,40
FoxLake,Lowland,Quick,6798883.618,466940.1103,0,40
FoxLake,Lowland,Regen,6798886.182,467174.7325,0,50.0144692
FoxLake,Lowland,Quick,6798887.104,466777.5173,0,40
FoxLake,Lowland,Quick,6798889.182,466931.801,0,40
FoxLake,Lowland,Quick,6798894.286,466784.4764,0,40
FoxLake,Lowland,Quick,6798894.746,466923.4918,0,40
FoxLake,Lowland,Quick,6798900.31,466915.1825,0,40
FoxLake,Lowland,Quick,6798901.467,466791.4355,1,40
FoxLake,Lowland,Quick,6798905.873,466906.8733,0,40
FoxLake,Lowland,Quick,6798908.648,466798.3946,0,40
FoxLake,Lowland,Quick,6798911.437,466898.564,0,40
FoxLake,Lowland,Quick,6798915.829,466805.3537,0,40
FoxLake,Lowland,Quick,6798917.001,466890.2548,0,40
FoxLake,Lowland,Quick,6798922.565,466881.9456,1,40
FoxLake,Lowland,Quick,6798923.011,466812.3128,1,40
FoxLake,Lowland,Quick,6798928.129,466873.6363,0,40
FoxLake,Lowland,Quick,6798930.192,466819.2719,0,40
FoxLake,Lowland,Quick,6798937.373,466826.231,1,40
FoxLake,Lowland,Quick,6798944.555,466833.1901,0,40
FoxLake,Lowland,Regen,6798951.33,466840.0395,1,50.0144692
FoxLake,NE_Facing,Regen,6802075.444,463714.7366,8,12.56637061
FoxLake,NE_Facing,Quick,6802084.664,463714.2329,11,40
FoxLake,NE_Facing,Quick,6802094.522,463715.9129,13,40
FoxLake,NE_Facing,Regen,6802095.821,463638.0669,2,50.0144692
FoxLake,NE_Facing,Quick,6802102.773,463632.957,0,40
FoxLake,NE_Facing,Quick,6802104.38,463717.5929,4,40
FoxLake,NE_Facing,Quick,6802110.387,463626.4737,2,40
FoxLake,NE_Facing,Regen,6802112.061,463490.206,9,50.0144692
FoxLake,NE_Facing,Quick,6802113.268,463498.5639,8,40
FoxLake,NE_Facing,Quick,6802114.238,463719.2729,6,40
FoxLake,NE_Facing,Quick,6802114.959,463508.4199,6,40
FoxLake,NE_Facing,Quick,6802116.65,463518.276,2,40
FoxLake,NE_Facing,Regen,6802116.863,463719.366,2,50.26548246
FoxLake,NE_Facing,Quick,6802117.812,463484.2962,8,40
FoxLake,NE_Facing,Quick,6802118,463619.9904,1,40
FoxLake,NE_Facing,Quick,6802118.34,463528.132,9,40
FoxLake,NE_Facing,Quick,6802120.031,463537.988,3,40
FoxLake,NE_Facing,Quick,6802120.323,463728.691,1,40
FoxLake,NE_Facing,Regen,6802121.71,463546.0911,7,50.0144692
FoxLake,NE_Facing,Quick,6802122.69,463738.4067,5,40
FoxLake,NE_Facing,Quick,6802124.271,463476.6619,20,40
FoxLake,NE_Facing,Quick,6802124.275,463554.0785,10,40
FoxLake,NE_Facing,Quick,6802125.058,463748.1224,3,40
FoxLake,NE_Facing,Quick,6802125.614,463613.5072,1,40
FoxLake,NE_Facing,Quick,6802127.802,463563.4356,0,40
FoxLake,NE_Facing,Regen,6802128.082,463760.2534,6,50.26548246
FoxLake,NE_Facing,Quick,6802130.73,463469.0276,2,40
FoxLake,NE_Facing,Quick,6802131.33,463572.7928,0,40
FoxLake,NE_Facing,Quick,6802133.227,463607.0239,4,40
FoxLake,NE_Facing,Quick,6802134.858,463582.1499,2,40
FoxLake,NE_Facing,Quick,6802136.387,463756.8765,0,40
FoxLake,NE_Facing,Quick,6802137.189,463461.3932,6,40
FoxLake,NE_Facing,Quick,6802138.385,463591.507,0,40
FoxLake,NE_Facing,Regen,6802141.506,463599.8003,0,50.0144692
FoxLake,NE_Facing,Quick,6802143.648,463453.7589,17,40
FoxLake,NE_Facing,Quick,6802145.747,463753.3575,0,40
FoxLake,NE_Facing,Regen,6802148.922,463448.4504,18,50.0144692
FoxLake,NE_Facing,Quick,6802155.108,463749.8386,1,40
FoxLake,NE_Facing,Quick,6802155.982,463446.5913,12,40
FoxLake,NE_Facing,Quick,6802164.468,463746.3196,0,40
FoxLake,NE_Facing,Quick,6802165.512,463443.5617,11,40
FoxLake,NE_Facing,Quick,6802173.829,463742.8007,2,40
FoxLake,NE_Facing,Quick,6802175.042,463440.5322,5,40
FoxLake,NE_Facing,Regen,6802182.534,463738.1333,7,50.26548246
FoxLake,NE_Facing,Quick,6802184.572,463437.5026,5,40
FoxLake,NE_Facing,Quick,6802191.67,463742.077,2,40
FoxLake,NE_Facing,Quick,6802194.102,463434.473,4,40
FoxLake,NE_Facing,Regen,6802200.494,463433.0561,10,50.0144692
FoxLake,NE_Facing,Quick,6802201.187,463745.1478,0,40
FoxLake,NE_Facing,Quick,6802203.872,463423.984,13,40
FoxLake,NE_Facing,Quick,6802207.446,463414.6444,7,40
FoxLake,NE_Facing,Quick,6802210.704,463748.2185,1,40
FoxLake,NE_Facing,Quick,6802211.019,463405.3048,17,40
FoxLake,NE_Facing,Quick,6802214.593,463395.9651,5,40
FoxLake,NE_Facing,Quick,6802218.167,463386.6255,1,40
FoxLake,NE_Facing,Quick,6802220.221,463751.2893,1,40
FoxLake,NE_Facing,Regen,6802221.101,463378.7756,9,50.0144692
FoxLake,NE_Facing,Quick,6802229.505,463382.1592,5,40
FoxLake,NE_Facing,Quick,6802229.738,463754.36,0,40
FoxLake,NE_Facing,Quick,6802238.7,463386.0891,5,40
FoxLake,NE_Facing,Quick,6802239.254,463757.4308,0,40
FoxLake,NE_Facing,Regen,6802244.537,463759.3491,6,50.26548246
FoxLake,NE_Facing,Quick,6802247.896,463390.019,16,40
FoxLake,NE_Facing,Quick,6802253.841,463756.818,5,40
FoxLake,NE_Facing,Quick,6802257.091,463393.9488,17,40
FoxLake,NE_Facing,Quick,6802263.437,463754.004,0,40
FoxLake,NE_Facing,Regen,6802265.396,463396.6626,8,50.0144692
FoxLake,NE_Facing,Quick,6802273.033,463751.1899,7,40
FoxLake,NE_Facing,Quick,6802273.133,463399.3789,1,40
FoxLake,NE_Facing,Quick,6802282.629,463748.3758,0,40
FoxLake,NE_Facing,Quick,6802282.803,463401.9275,3,40
FoxLake,NE_Facing,Quick,6802292.225,463745.5617,9,40
FoxLake,NE_Facing,Quick,6802292.472,463404.4761,0,40
FoxLake,NE_Facing,Quick,6802301.82,463742.7476,3,40
FoxLake,NE_Facing,Quick,6802302.142,463407.0247,10,40
FoxLake,NE_Facing,Quick,6802311.416,463739.9335,3,40
FoxLake,NE_Facing,Quick,6802311.812,463409.5733,0,40
FoxLake,NE_Facing,Quick,6802321.012,463737.1194,3,40
FoxLake,NE_Facing,Quick,6802321.482,463412.1219,2,40
FoxLake,NE_Facing,Quick,6802331.151,463414.6705,17,40
FoxLake,NE_Facing,Regen,6802331.89,463736.5446,4,50.26548246
FoxLake,NE_Facing,Quick,6802338.002,463738.464,1,40
FoxLake,NE_Facing,Quick,6802340.821,463417.219,12,40
FoxLake,NE_Facing,Quick,6802346.984,463742.8598,1,40
FoxLake,NE_Facing,Quick,6802350.491,463419.7676,0,40
FoxLake,NE_Facing,Quick,6802355.966,463747.2557,0,40
FoxLake,NE_Facing,Quick,6802360.161,463422.3162,2,40
FoxLake,NE_Facing,Regen,6802361.669,463750.7499,2,50.26548246
FoxLake,NE_Facing,Quick,6802367.557,463744.8875,7,40
FoxLake,NE_Facing,Regen,6802373.441,463426.6495,7,50.0144692
FoxLake,NE_Facing,Quick,6802376.444,463740.3028,4,40
FoxLake,NE_Facing,Quick,6802382.729,463425.7924,0,40
FoxLake,NE_Facing,Quick,6802385.331,463735.7182,0,40
FoxLake,NE_Facing,Quick,6802392.728,463425.6813,2,40
FoxLake,NE_Facing,Quick,6802394.218,463731.1335,2,40
FoxLake,NE_Facing,Quick,6802402.728,463425.5702,39,40
FoxLake,NE_Facing,Quick,6802403.105,463726.5488,2,40
FoxLake,NE_Facing,Quick,6802411.992,463721.9641,0,40
FoxLake,NE_Facing,Quick,6802412.727,463425.459,18,40
FoxLake,NE_Facing,Quick,6802420.879,463717.3794,0,40
FoxLake,NE_Facing,Quick,6802422.727,463425.3479,39,40
FoxLake,NE_Facing,Quick,6802429.766,463712.7947,0,40
FoxLake,NE_Facing,Quick,6802432.726,463425.2368,3,40
FoxLake,NE_Facing,Quick,6802438.653,463708.21,28,40
FoxLake,NE_Facing,Quick,6802442.725,463425.1256,2,40
FoxLake,NE_Facing,Quick,6802447.54,463703.6253,93,40
FoxLake,NE_Facing,Quick,6802452.725,463425.0145,3,40
FoxLake,NE_Facing,Quick,6802462.724,463424.9034,0,40
FoxLake,NE_Facing,Quick,6802472.723,463424.7923,13,40
FoxLake,NE_Facing,Quick,6802482.723,463424.6811,5,40
FoxLake,NE_Facing,Quick,6802492.722,463424.57,0,40
FoxLake,NE_Facing,Quick,6802502.722,463424.4589,4,40
FoxLake,NE_Facing,Regen,6802512.934,463426.4114,4,50.0144692
FoxLake,SW_Facing,Regen,6802516.912,464618.863,0,50.0144692
FoxLake,NE_Facing,Quick,6802522.452,463425.0853,11,40
FoxLake,SW_Facing,Quick,6802522.519,464628.0526,0,40
FoxLake,SW_Facing,Quick,6802524.226,464613.6818,0,40
FoxLake,SW_Facing,Quick,6802528.319,464636.1991,0,40
FoxLake,NE_Facing,Regen,6802529.591,463660.9113,0,50.26548246
FoxLake,SW_Facing,Quick,6802531.241,464606.5543,0,40
FoxLake,NE_Facing,Quick,6802532.418,463425.9141,0,40
FoxLake,SW_Facing,Quick,6802534.118,464644.3457,0,40
FoxLake,SW_Facing,Quick,6802538.255,464599.4267,0,40
FoxLake,NE_Facing,Quick,6802538.736,463660.4242,1,40
FoxLake,SW_Facing,Quick,6802539.917,464652.4922,0,40
FoxLake,NE_Facing,Quick,6802542.384,463426.743,1,40
FoxLake,SW_Facing,Quick,6802545.269,464592.2992,0,40
FoxLake,SW_Facing,Quick,6802545.717,464660.6387,0,40
FoxLake,NE_Facing,Quick,6802548.698,463659.557,2,40
FoxLake,SW_Facing,Quick,6802551.516,464668.7853,0,40
FoxLake,SW_Facing,Quick,6802552.283,464585.1716,0,40
FoxLake,NE_Facing,Quick,6802552.349,463427.5719,6,40
FoxLake,SW_Facing,Quick,6802557.316,464676.9318,0,40
FoxLake,NE_Facing,Quick,6802558.661,463658.6897,4,40
FoxLake,SW_Facing,Quick,6802559.297,464578.0441,0,40
FoxLake,NE_Facing,Quick,6802562.315,463428.4008,2,40
FoxLake,SW_Facing,Quick,6802563.115,464685.0783,0,40
FoxLake,SW_Facing,Quick,6802566.311,464570.9165,0,40
FoxLake,NE_Facing,Quick,6802568.623,463657.8225,2,40
FoxLake,SW_Facing,Quick,6802568.915,464693.2249,0,40
FoxLake,NE_Facing,Quick,6802572.28,463429.2297,36,40
FoxLake,SW_Facing,Quick,6802573.325,464563.789,0,40
FoxLake,SW_Facing,Quick,6802574.714,464701.3714,0,40
FoxLake,NE_Facing,Quick,6802578.585,463656.9553,2,40
FoxLake,SW_Facing,Regen,6802579.638,464557.3742,0,50.0144692
FoxLake,SW_Facing,Quick,6802580.514,464709.5179,1,40
FoxLake,NE_Facing,Quick,6802582.246,463430.0586,37,40
FoxLake,SW_Facing,Quick,6802585.265,464564.4013,0,40
FoxLake,SW_Facing,Quick,6802586.313,464717.6645,1,40
FoxLake,NE_Facing,Quick,6802588.548,463656.0881,13,40
FoxLake,SW_Facing,Quick,6802591.516,464572.2069,0,40
FoxLake,SW_Facing,Quick,6802592.113,464725.811,0,40
FoxLake,NE_Facing,Quick,6802592.212,463430.8874,3,40
FoxLake,SW_Facing,Quick,6802597.767,464580.0125,0,40
FoxLake,SW_Facing,Quick,6802597.912,464733.9575,0,40
FoxLake,NE_Facing,Quick,6802598.51,463655.2209,15,40
FoxLake,NE_Facing,Quick,6802600.531,463440.5736,20,40
FoxLake,NE_Facing,Regen,6802600.539,463458.2748,13,50.0144692
FoxLake,NE_Facing,Quick,6802600.605,463450.5733,9,40
FoxLake,SW_Facing,Quick,6802603.712,464742.1041,0,40
FoxLake,SW_Facing,Quick,6802604.018,464587.8181,0,40
FoxLake,NE_Facing,Regen,6802607.116,463654.8402,19,50.26548246
FoxLake,NE_Facing,Quick,6802608.014,463463.8898,2,40
FoxLake,SW_Facing,Quick,6802609.511,464750.2506,0,40
FoxLake,SW_Facing,Quick,6802610.269,464595.6237,0,40
FoxLake,NE_Facing,Quick,6802613.092,463661.0939,7,40
FoxLake,SW_Facing,Quick,6802615.311,464758.3971,0,40
FoxLake,NE_Facing,Quick,6802616.178,463469.6639,1,40
FoxLake,SW_Facing,Quick,6802616.52,464603.4293,2,40
FoxLake,NE_Facing,Quick,6802619.878,463668.4392,6,40
FoxLake,SW_Facing,Quick,6802621.11,464766.5437,0,40
FoxLake,SW_Facing,Quick,6802622.77,464611.2349,0,40
FoxLake,NE_Facing,Quick,6802624.343,463475.4381,4,40
FoxLake,SW_Facing,Quick,6802626.91,464774.6902,0,40
FoxLake,SW_Facing,Quick,6802629.021,464619.0404,0,40
FoxLake,NE_Facing,Regen,6802632.247,463482.4426,4,50.0144692
FoxLake,SW_Facing,Quick,6802632.709,464782.8367,0,40
FoxLake,SW_Facing,Regen,6802634.254,464626.1086,0,50.0144692
FoxLake,SW_Facing,Quick,6802638.509,464790.9833,1,40
FoxLake,SW_Facing,Quick,6802640.075,464631.9308,0,40
FoxLake,NE_Facing,Quick,6802642.032,463481.5856,3,40
FoxLake,SW_Facing,Quick,6802644.308,464799.1298,0,40
FoxLake,SW_Facing,Quick,6802646.868,464639.2701,0,40
FoxLake,NE_Facing,Quick,6802647.021,463697.8201,3,40
FoxLake,SW_Facing,Quick,6802650.108,464807.2763,0,40
FoxLake,NE_Facing,Quick,6802652.032,463481.5881,1,40
FoxLake,SW_Facing,Quick,6802653.66,464646.6093,0,40
FoxLake,NE_Facing,Quick,6802653.807,463705.1654,2,40
FoxLake,SW_Facing,Quick,6802655.907,464815.4229,0,40
FoxLake,SW_Facing,Quick,6802660.452,464653.9486,0,40
FoxLake,NE_Facing,Quick,6802660.592,463712.5106,0,40
FoxLake,SW_Facing,Quick,6802661.707,464823.5694,0,40
FoxLake,NE_Facing,Quick,6802662.032,463481.5907,8,40
FoxLake,SW_Facing,Quick,6802667.244,464661.2879,1,40
FoxLake,NE_Facing,Quick,6802667.378,463719.8559,0,40
FoxLake,SW_Facing,Quick,6802667.506,464831.7159,0,40
FoxLake,NE_Facing,Quick,6802669.846,463808.3915,0,40
FoxLake,NE_Facing,Quick,6802670.681,463798.4264,1,40
FoxLake,NE_Facing,Quick,6802671.516,463788.4613,2,40
FoxLake,NE_Facing,Quick,6802672.351,463778.4962,10,40
FoxLake,NE_Facing,Quick,6802673.186,463768.5311,6,40
FoxLake,SW_Facing,Quick,6802673.306,464839.8625,0,40
FoxLake,NE_Facing,Quick,6802674.021,463758.5661,2,40
FoxLake,SW_Facing,Quick,6802674.037,464668.6271,0,40
FoxLake,NE_Facing,Quick,6802674.164,463727.2011,0,40
FoxLake,NE_Facing,Quick,6802674.856,463748.601,0,40
FoxLake,NE_Facing,Quick,6802675.691,463738.6359,0,40
FoxLake,NE_Facing,Regen,6802676.544,463729.7914,0,50.26548246
FoxLake,NE_Facing,Regen,6802676.594,463480.3243,0,50.0144692
FoxLake,SW_Facing,Quick,6802679.105,464848.009,0,40
FoxLake,SW_Facing,Quick,6802680.829,464675.9664,0,40
FoxLake,SW_Facing,Quick,6802687.621,464683.3056,0,40
FoxLake,SW_Facing,Quick,6802694.414,464690.6449,0,40
FoxLake,SW_Facing,Quick,6802701.206,464697.9841,0,40
FoxLake,SW_Facing,Quick,6802707.998,464705.3234,0,40
FoxLake,SW_Facing,Quick,6802714.791,464712.6626,0,40
FoxLake,SW_Facing,Quick,6802721.583,464720.0019,0,40
FoxLake,SW_Facing,Quick,6802728.375,464727.3411,1,40
FoxLake,SW_Facing,Quick,6802735.167,464734.6804,0,40
FoxLake,SW_Facing,Regen,6802741.146,464738.9154,2,50.0144692
FoxLake,SW_Facing,Regen,6802744.33,464939.0293,0,50.0144692
FoxLake,SW_Facing,Quick,6802746.434,464739.7493,0,40
FoxLake,SW_Facing,Quick,6802746.612,464948.8289,0,40
FoxLake,SW_Facing,Quick,6802748.815,464958.5832,0,40
FoxLake,SW_Facing,Quick,6802751.018,464968.3375,0,40
FoxLake,SW_Facing,Quick,6802753.221,464978.0917,0,40
FoxLake,SW_Facing,Quick,6802755.424,464987.846,0,40
FoxLake,SW_Facing,Quick,6802756.018,464736.8924,1,40
FoxLake,SW_Facing,Quick,6802757.628,464997.6003,2,40
FoxLake,SW_Facing,Quick,6802759.831,465007.3546,0,40
FoxLake,SW_Facing,Quick,6802762.034,465017.1088,0,40
FoxLake,SW_Facing,Quick,6802764.237,465026.8631,0,40
FoxLake,SW_Facing,Quick,6802765.601,464734.0356,0,40
FoxLake,SW_Facing,Quick,6802766.44,465036.6174,0,40
FoxLake,SW_Facing,Quick,6802768.644,465046.3717,1,40
FoxLake,SW_Facing,Quick,6802770.847,465056.126,2,40
FoxLake,SW_Facing,Regen,6802774.185,465065.3647,0,50.0144692
FoxLake,SW_Facing,Quick,6802774.635,465073.7505,0,40
FoxLake,SW_Facing,Quick,6802775.184,464731.1787,0,40
FoxLake,SW_Facing,Quick,6802776.633,465083.5488,0,40
FoxLake,SW_Facing,Quick,6802778.632,465093.347,0,40
FoxLake,SW_Facing,Quick,6802780.631,465103.1452,0,40
FoxLake,SW_Facing,Quick,6802782.629,465112.9435,0,40
FoxLake,SW_Facing,Quick,6802784.628,465122.7417,0,40
FoxLake,SW_Facing,Quick,6802784.767,464728.3218,0,40
FoxLake,SW_Facing,Quick,6802786.627,465132.54,0,40
FoxLake,SW_Facing,Quick,6802788.625,465142.3382,0,40
FoxLake,SW_Facing,Quick,6802790.624,465152.1364,0,40
FoxLake,SW_Facing,Quick,6802792.623,465161.9347,0,40
FoxLake,SW_Facing,Quick,6802794.351,464725.465,0,40
FoxLake,SW_Facing,Quick,6802794.621,465171.7329,0,40
FoxLake,SW_Facing,Quick,6802796.62,465181.5311,0,40
FoxLake,SW_Facing,Quick,6802798.618,465191.3294,0,40
FoxLake,SW_Facing,Quick,6802800.617,465201.1276,0,40
FoxLake,SW_Facing,Quick,6802802.616,465210.9258,0,40
FoxLake,SW_Facing,Quick,6802803.934,464722.6081,0,40
FoxLake,SW_Facing,Quick,6802804.614,465220.7241,1,40
FoxLake,SW_Facing,Quick,6802806.613,465230.5223,0,40
FoxLake,SW_Facing,Quick,6802808.612,465240.3205,1,40
FoxLake,SW_Facing,Quick,6802810.61,465250.1188,0,40
FoxLake,SW_Facing,Quick,6802813.517,464719.7513,0,40
FoxLake,SW_Facing,Quick,6802817.587,465247.6572,0,40
FoxLake,SW_Facing,Quick,6802823.1,464716.8944,0,40
FoxLake,SW_Facing,Quick,6802824.404,465240.3413,0,40
FoxLake,SW_Facing,Quick,6802831.222,465233.0253,0,40
FoxLake,SW_Facing,Quick,6802832.684,464714.0376,0,40
FoxLake,SW_Facing,Quick,6802838.039,465225.7094,2,40
FoxLake,NE_Facing,Regen,6802840.331,463745.831,11,50.26548246
FoxLake,SW_Facing,Quick,6802842.267,464711.1807,0,40
FoxLake,SW_Facing,Quick,6802844.857,465218.3935,9,40
FoxLake,NE_Facing,Quick,6802847,463738.8724,12,40
FoxLake,SW_Facing,Quick,6802851.674,465211.0776,7,40
FoxLake,SW_Facing,Quick,6802851.85,464708.3239,0,40
FoxLake,NE_Facing,Quick,6802853.906,463731.6405,5,40
FoxLake,SW_Facing,Quick,6802856.96,465197.4321,2,40
FoxLake,SW_Facing,Quick,6802857.975,465187.4837,5,40
FoxLake,SW_Facing,Quick,6802858.989,465177.5353,0,40
FoxLake,SW_Facing,Quick,6802860.004,465167.5869,1,40
FoxLake,SW_Facing,Regen,6802860.475,464705.7527,0,50.0144692
FoxLake,SW_Facing,Quick,6802861.019,465157.6385,0,40
FoxLake,SW_Facing,Quick,6802862.034,465147.6902,1,40
FoxLake,SW_Facing,Quick,6802863.048,465137.7418,0,40
FoxLake,SW_Facing,Regen,6802863.587,465131.9199,8,50.0144692
FoxLake,NE_Facing,Quick,6802867.719,463717.1767,3,40
FoxLake,SW_Facing,Quick,6802869.234,465123.8697,2,40
FoxLake,NE_Facing,Quick,6802874.626,463709.9447,1,40
FoxLake,SW_Facing,Quick,6802875.342,465115.9519,0,40
FoxLake,NE_Facing,Regen,6802880.347,463704.8428,4,50.26548246
FoxLake,SW_Facing,Quick,6802881.45,465108.0341,0,40
FoxLake,SW_Facing,Quick,6802887.558,465100.1163,1,40
FoxLake,NE_Facing,Quick,6802887.766,463698.5438,1,40
FoxLake,SW_Facing,Quick,6802892.457,465038.159,1,40
FoxLake,SW_Facing,Quick,6802893.542,465048.0999,2,40
FoxLake,SW_Facing,Quick,6802893.666,465092.1986,1,40
FoxLake,SW_Facing,Quick,6802894.628,465058.0408,0,40
FoxLake,SW_Facing,Quick,6802895.714,465067.9817,1,40
FoxLake,NE_Facing,Quick,6802895.867,463692.6814,3,40
FoxLake,SW_Facing,Quick,6802896.8,465077.9225,0,40
FoxLake,NE_Facing,Quick,6802903.969,463686.819,5,40
FoxLake,NE_Facing,Quick,6802912.07,463680.9566,0,40
FoxLake,NE_Facing,Quick,6802920.171,463675.0941,0,40
FoxLake,SW_Facing,Regen,6802926.644,464497.2933,0,50.26548246
FoxLake,NE_Facing,Quick,6802928.273,463669.2317,4,40
FoxLake,SW_Facing,Quick,6802929.159,464488.7662,0,40
FoxLake,SW_Facing,Quick,6802932.813,464479.4578,0,40
FoxLake,NE_Facing,Quick,6802936.374,463663.3693,5,40
FoxLake,SW_Facing,Quick,6802936.468,464470.1494,0,40
FoxLake,SW_Facing,Quick,6802940.122,464460.8411,0,40
FoxLake,SW_Facing,Quick,6802943.776,464451.5327,0,40
FoxLake,NE_Facing,Quick,6802944.475,463657.5069,0,40
FoxLake,SW_Facing,Quick,6802947.431,464442.2243,0,40
FoxLake,SW_Facing,Quick,6802951.085,464432.916,0,40
FoxLake,NE_Facing,Quick,6802952.577,463651.6445,1,40
FoxLake,SW_Facing,Regen,6802952.68,464429.9405,0,50.26548246
FoxLake,SW_Facing,Quick,6802960.659,464431.8697,0,40
FoxLake,NE_Facing,Quick,6802960.678,463645.782,4,40
FoxLake,NE_Facing,Quick,6802968.78,463639.9196,0,40
FoxLake,SW_Facing,Quick,6802970.647,464432.364,0,40
FoxLake,NE_Facing,Quick,6802976.881,463634.0572,3,40
FoxLake,SW_Facing,Quick,6802980.635,464432.8582,0,40
FoxLake,NE_Facing,Quick,6802984.982,463628.1948,1,40
FoxLake,SW_Facing,Regen,6802989.536,465068.5464,1,50.0144692
FoxLake,SW_Facing,Quick,6802990.623,464433.3525,0,40
FoxLake,NE_Facing,Quick,6802993.084,463622.3323,2,40
FoxLake,SW_Facing,Quick,6803000.61,464433.8467,0,40
FoxLake,NE_Facing,Quick,6803001.185,463616.4699,0,40
FoxLake,NE_Facing,Quick,6803009.286,463610.6075,0,40
FoxLake,SW_Facing,Quick,6803010.598,464434.341,0,40
FoxLake,NE_Facing,Quick,6803017.388,463604.7451,2,40
FoxLake,SW_Facing,Quick,6803020.586,464434.8352,0,40
FoxLake,NE_Facing,Quick,6803025.489,463598.8827,1,40
FoxLake,SW_Facing,Quick,6803030.574,464435.3295,1,40
FoxLake,NE_Facing,Quick,6803033.59,463593.0202,1,40
FoxLake,NE_Facing,Regen,6803035.197,463591.8248,3,50.26548246
FoxLake,SW_Facing,Quick,6803040.562,464435.8238,0,40
FoxLake,NE_Facing,Quick,6803040.923,463585.1058,1,40
FoxLake,NE_Facing,Quick,6803041.692,463587.1578,2,40
FoxLake,NE_Facing,Quick,6803047.421,463577.505,0,40
FoxLake,SW_Facing,Quick,6803050.549,464436.318,0,40
FoxLake,NE_Facing,Quick,6803053.919,463569.9043,0,40
FoxLake,NE_Facing,Quick,6803060.418,463562.3035,0,40
FoxLake,SW_Facing,Quick,6803060.537,464436.8123,0,40
FoxLake,NE_Facing,Quick,6803066.916,463554.7028,0,40
FoxLake,SW_Facing,Quick,6803070.525,464437.3065,0,40
FoxLake,NE_Facing,Regen,6803071.951,463548.6141,2,50.26548246
FoxLake,SW_Facing,Quick,6803080.513,464437.8008,0,40
FoxLake,SW_Facing,Regen,6803090.472,464438.0344,1,50.26548246
FoxLake,SW_Facing,Quick,6803090.5,464438.295,0,40
FoxLake,SW_Facing,Quick,6803091.094,464429.314,0,40
FoxLake,SW_Facing,Quick,6803091.706,464419.3327,1,40
FoxLake,SW_Facing,Quick,6803092.318,464409.3515,0,40
FoxLake,SW_Facing,Quick,6803092.93,464399.3702,0,40
FoxLake,SW_Facing,Quick,6803093.542,464389.3889,0,40
FoxLake,SW_Facing,Quick,6803094.765,464369.4264,0,40
FoxLake,SW_Facing,Regen,6803095.155,464374.3763,0,50.26548246
FoxLake,SW_Facing,Quick,6803095.377,464359.4452,0,40
FoxLake,SW_Facing,Quick,6803100.488,464438.7893,1,40
FoxLake,SW_Facing,Quick,6803102.374,464369.9472,0,40
FoxLake,SW_Facing,Quick,6803111.156,464365.1645,0,40
FoxLake,SW_Facing,Quick,6803119.938,464360.3818,1,40
FoxLake,SW_Facing,Regen,6803124.047,465146.1486,14,50.0144692
FoxLake,SW_Facing,Quick,6803128.72,464355.5991,2,40
FoxLake,SW_Facing,Quick,6803129.835,465153.0408,4,40
FoxLake,SW_Facing,Quick,6803136.266,465160.6987,0,40
FoxLake,SW_Facing,Quick,6803137.502,464350.8164,0,40
FoxLake,SW_Facing,Quick,6803142.697,465168.3567,6,40
FoxLake,SW_Facing,Quick,6803146.284,464346.0337,0,40
FoxLake,SW_Facing,Quick,6803149.128,465176.0146,0,40
FoxLake,SW_Facing,Quick,6803155.066,464341.251,0,40
FoxLake,SW_Facing,Quick,6803155.559,465183.6726,0,40
FoxLake,SW_Facing,Quick,6803161.989,465191.3306,0,40
FoxLake,SW_Facing,Quick,6803163.848,464336.4683,0,40
FoxLake,SW_Facing,Quick,6803168.42,465198.9885,0,40
FoxLake,SW_Facing,Quick,6803172.631,464331.6856,0,40
FoxLake,SW_Facing,Quick,6803174.851,465206.6465,2,40
FoxLake,SW_Facing,Regen,6803177.025,465033.413,1,50.0144692
FoxLake,SW_Facing,Quick,6803177.445,465041.7248,1,40
FoxLake,SW_Facing,Quick,6803177.95,465051.7121,0,40
FoxLake,SW_Facing,Quick,6803178.455,465061.6993,0,40
FoxLake,SW_Facing,Quick,6803178.96,465071.6866,0,40
FoxLake,SW_Facing,Quick,6803179.465,465081.6738,0,40
FoxLake,SW_Facing,Quick,6803179.969,465091.6611,0,40
FoxLake,SW_Facing,Quick,6803180.474,465101.6483,0,40
FoxLake,SW_Facing,Quick,6803180.979,465111.6356,0,40
FoxLake,SW_Facing,Quick,6803181.282,465214.3045,1,40
FoxLake,SW_Facing,Quick,6803181.413,464326.9029,0,40
FoxLake,SW_Facing,Quick,6803181.484,465121.6228,5,40
FoxLake,SW_Facing,Quick,6803181.989,465131.6101,3,40
FoxLake,SW_Facing,Quick,6803182.494,465141.5973,0,40
FoxLake,SW_Facing,Quick,6803182.998,465151.5846,2,40
FoxLake,SW_Facing,Quick,6803183.503,465161.5718,2,40
